Date,Team,Agent,Calls_Handled,SLA_Percentage,AHT_Seconds,CSAT,Escalated_Cases,Resolution_Rate
2025-04-22,Team B,Lisa,96,93.64,237,4.42,5,95.53
2025-03-05,Team B,Emma,102,89.7,348,4.63,4,98.71
2025-04-22,Team C,Nicole,96,91.46,287,4.38,2,97.12
2025-03-31,Team B,Alex,86,90.35,265,4.68,4,94.02
2025-10-26,Team B,Aaron,74,90.31,391,5,2,95.82
2025-11-01,Team A,John,109,91.09,314,4.53,2,97.31
2025-06-28,Team D,Grace,77,90.91,285,4.32,1,93.48
2025-03-31,Team C,Daniel,110,92.55,280,4.41,2,95.67
2025-06-02,Team B,Nicole,76,89.8,259,5,2,93.86
2025-10-15,Team A,Kevin,94,89.95,347,4.65,2,95.39
2025-01-27,Team A,Alex,67,90.14,254,4.19,3,97.54
2025-06-11,Team C,Chris,97,94.72,233,4.66,1,96.37
2025-10-09,Team D,Kevin,93,97.64,376,4.54,1,94.68
2025-06-01,Team C,Chris,80,93.84,350,4.4,4,98.51
2025-11-16,Team A,Mary,90,91.13,278,4.28,3,96.74
2025-02-27,Team A,Mary,109,93.6,292,4.38,4,95.92
2025-04-04,Team C,Chris,111,92.75,318,4.39,2,98.6
2025-03-18,Team B,David,84,97.1,323,3.74,2,94.32
2025-08-25,Team A,Grace,91,93.41,366,4.75,2,98.12
2025-07-16,Team C,Olivia,98,90.63,317,4.19,0,95.06
2025-07-18,Team C,David,84,94.19,369,4.56,0,97.72
2025-05-31,Team A,Amy,83,92.06,353,4.4,2,96.71
2025-09-21,Team A,Chris,79,92.03,382,4.12,0,98.01
2025-03-10,Team D,Emma,80,92.13,300,3.89,1,97
2025-01-03,Team C,Emma,89,95.68,315,4.52,0,97.32
2025-03-27,Team B,Emma,49,93.43,305,4.06,1,94.83
2025-09-07,Team C,Olivia,89,96.47,352,4.2,1,96.34
2025-05-10,Team D,Sophia,70,93.58,339,4.28,3,94.36
2025-07-28,Team A,Emma,58,94.65,265,4.47,0,95.36
2025-10-04,Team A,Olivia,86,93.92,396,4.23,2,93.63
2025-04-19,Team D,Daniel,80,89.19,272,4.32,3,94.41
2025-08-30,Team B,Alex,84,92.91,345,3.84,4,97.12
2025-02-23,Team D,Rachel,96,91.83,320,4.46,4,94.1
2025-03-14,Team A,Daniel,82,94.06,252,4.36,3,94.38
2025-01-27,Team D,Emma,97,94.34,325,4.58,2,96.45
2025-06-17,Team B,Mary,63,93.26,283,4.7,2,97.1
2025-06-12,Team B,John,66,93.01,334,4.49,2,98.65
2025-04-02,Team D,Sarah,94,88.81,349,4.5,4,97.1
2025-04-29,Team C,Rachel,83,98.08,251,4.63,1,94.4
2025-07-29,Team C,David,77,89.18,301,4.54,2,96.61
2025-06-03,Team B,Grace,77,89.95,385,3.66,2,94.72
2025-01-26,Team D,Ryan,111,88.85,302,4.31,6,98.28
2025-01-22,Team B,Jason,97,92.15,319,4.14,4,99.11
2025-06-09,Team B,Ryan,85,94.54,319,4.45,2,98.63
2025-11-13,Team D,Mary,81,97.9,349,4.7,1,92.71
2025-03-01,Team B,Nicole,85,87.91,317,4.3,3,96.97
2025-02-23,Team C,Sarah,77,97.84,319,4.17,1,96.09
2025-05-18,Team B,Sarah,100,100,378,4.45,1,97.6
2025-12-24,Team C,Lisa,86,92.64,364,4.16,0,96.84
2025-03-30,Team C,Jason,35,89.81,417,4.71,2,94.55
2025-05-08,Team D,Kevin,91,98.38,345,4.24,2,94.33
2025-02-17,Team B,Amy,82,91.47,348,4.16,1,96.51
2025-06-29,Team A,Nicole,87,89.39,261,4.83,2,92.92
2025-10-23,Team A,Alex,79,93.22,232,4.28,2,96.6
2025-01-27,Team D,John,77,97.25,319,4.11,1,94.08
2025-01-20,Team D,Kevin,72,91.73,356,4.06,2,95.94
2025-05-23,Team C,Grace,82,92.36,348,4.81,2,98.29
2025-10-08,Team A,Aaron,93,95.17,304,4.63,1,94.54
2025-02-21,Team A,Rachel,64,92.12,320,4.2,2,97.64
2025-05-01,Team D,John,98,97.08,330,4.48,3,99.6
2025-03-17,Team A,Mary,65,92.56,288,4.09,3,94.42
2025-06-27,Team D,Lisa,54,99.4,374,4.2,0,94.77
2025-11-19,Team D,Alex,104,93.1,309,4.34,1,96.59
2025-09-11,Team C,Lisa,83,94.58,333,4.08,4,99.22
2025-01-28,Team D,Rachel,45,91.9,212,4.71,2,93.83
2025-06-05,Team B,Mary,62,96.02,261,4.86,1,100
2025-04-23,Team B,Rachel,77,90.86,334,4.24,2,97.94
2025-07-08,Team B,Sophia,73,90.48,268,4.3,3,97.25
2025-01-27,Team C,Amy,77,89.88,283,4.83,4,97.39
2025-12-29,Team A,Daniel,89,89.57,309,4.69,3,96.46
2025-05-23,Team D,Aaron,63,90.55,238,4.42,3,95.48
2025-05-17,Team D,David,97,88.38,290,4.6,2,92.36
2025-09-20,Team D,Aaron,86,94.31,326,4.46,1,100
2025-03-09,Team C,Daniel,71,90.81,260,3.99,6,97.11
2025-11-04,Team B,Ryan,84,89.99,352,4.05,1,94.63
2025-03-31,Team C,Emma,75,92.48,330,4.56,2,95.53
2025-05-15,Team D,Grace,91,92,233,4.16,3,95.08
2025-12-16,Team D,Lisa,73,96.47,231,4.82,1,95.04
2025-01-26,Team C,Rachel,61,94.39,358,4.4,1,92.46
2025-02-14,Team B,Ryan,102,97.16,313,4.56,4,96.58
2025-12-17,Team D,Aaron,67,93.26,301,4.14,1,92.44
2025-07-19,Team A,John,79,88.74,321,4.1,4,100
2025-09-03,Team D,John,77,92.69,324,4.03,3,93.74
2025-05-09,Team D,Ryan,106,91.04,342,3.98,1,100
2025-10-09,Team D,Michael,89,91.76,305,4.25,0,95.08
2025-10-29,Team C,Jason,92,88.17,394,4.45,2,93.38
2025-05-07,Team C,Grace,54,90.22,353,4.43,1,93.98
2025-07-02,Team B,Alex,104,91.9,205,4.35,0,95.74
2025-04-18,Team D,Nicole,76,88.9,320,4.17,0,99.49
2025-09-29,Team D,Jason,106,94.31,344,4.54,1,96.47
2025-05-05,Team B,Olivia,68,93.3,309,4.44,5,94.69
2025-05-17,Team A,Amy,71,93.82,392,4.19,2,94.74
2025-08-08,Team D,Sarah,97,92.07,379,4.02,4,97.3
2025-01-27,Team D,Mary,98,91.52,268,4.77,2,96.45
2025-05-10,Team A,Sarah,77,90.27,339,4.32,4,94.6
2025-10-09,Team B,Chris,92,92.11,316,4.39,1,98.68
2025-03-29,Team B,Chris,79,92.02,385,4.82,2,97.89
2025-08-29,Team B,John,104,96.8,354,4.24,3,92.75
2025-03-29,Team C,Daniel,94,92.66,323,4.77,4,100
2025-01-20,Team C,Mary,98,93.85,320,4.83,1,94.41
2025-09-28,Team A,Amy,87,89.75,381,4.77,1,98.47
2025-01-28,Team B,Sophia,77,90.08,334,3.76,2,100
2025-02-16,Team C,Mary,73,93.65,248,4.52,3,95.24
2025-07-20,Team C,Sarah,90,90.96,234,4.23,3,93.22
2025-04-21,Team D,Daniel,65,91.18,261,4.7,2,93.54
2025-07-02,Team A,Sarah,84,93.13,331,4.18,1,96.31
2025-01-24,Team C,Ryan,70,97.78,324,4.22,1,95.46
2025-06-07,Team A,Kevin,75,94.93,323,4.43,1,94.14
2025-01-19,Team B,Michael,66,92.72,281,4.83,3,99.03
2025-07-22,Team A,Emma,83,94.59,349,4.02,1,94.25
2025-06-26,Team A,Olivia,94,92.55,339,4.66,0,95.28
2025-07-20,Team D,Sarah,59,97.11,264,4.51,2,99.41
2025-12-25,Team A,Chris,57,96.54,301,3.96,2,94.11
2025-10-01,Team A,Sophia,56,96.13,357,4.97,1,97.4
2025-04-13,Team D,Michael,73,94.47,356,4.57,2,96.71
2025-06-18,Team D,Emma,110,97.63,295,4.33,5,95.47
2025-02-08,Team B,Sophia,91,88.82,276,4.33,3,95.21
2025-06-27,Team B,Emma,96,86.91,405,4.25,1,96.53
2025-07-23,Team D,Sarah,91,85.69,348,4.59,2,96.75
2025-05-15,Team D,Jason,82,93.59,399,4.28,3,97.73
2025-06-14,Team C,Emma,65,93.02,316,3.91,5,94.37
2025-05-20,Team C,Michael,77,86.99,339,4.55,0,94.98
2025-11-21,Team B,Lisa,70,93.44,250,3.85,2,99.46
2025-08-14,Team B,John,77,94.75,323,5,1,97.96
2025-08-18,Team C,John,104,93.98,258,4.71,2,96.26
2025-08-31,Team B,Grace,109,92.32,289,4.43,2,96.49
2025-11-25,Team D,Jason,78,99.21,373,4.46,3,97.12
2025-08-10,Team D,Aaron,110,97.55,316,4.67,0,97.26
2025-04-02,Team A,Rachel,93,92.3,278,4.4,3,95.53
2025-05-06,Team D,David,69,91.37,417,4.48,2,100
2025-10-20,Team A,Rachel,73,91.7,302,4.17,2,98.25
2025-03-21,Team D,Rachel,71,87.37,276,4.61,3,93.21
2025-10-12,Team A,Mary,88,92.81,291,4.22,2,96.26
2025-04-24,Team B,Sophia,76,94.52,297,4.42,2,95.6
2025-11-05,Team B,Amy,67,91.84,272,4.77,2,97.72
2025-04-16,Team C,Emma,72,92.05,402,4.28,4,95.12
2025-10-27,Team D,Jason,74,91.75,219,4.61,1,95.75
2025-01-06,Team B,Sarah,84,88.92,348,4.55,4,95.13
2025-05-19,Team C,Aaron,107,91.95,338,4.06,2,98.76
2025-02-05,Team B,Mary,94,92.52,275,4.19,1,96.87
2025-08-07,Team C,Michael,99,97.75,257,4.51,4,97.66
2025-07-01,Team D,Grace,98,89.72,236,4.63,0,94.01
2025-09-30,Team D,Olivia,62,92.85,288,4.29,1,96.79
2025-07-27,Team A,Nicole,73,98.17,337,3.86,3,95.03
2025-02-15,Team D,Alex,95,89.68,325,5,1,95.3
2025-08-20,Team A,Ryan,76,96.2,285,4.11,3,94.26
2025-07-07,Team C,Rachel,79,92.61,246,4.28,2,92.43
2025-04-23,Team D,Sophia,101,89.42,299,4.17,0,93.08
2025-01-27,Team C,Aaron,83,94.59,214,4.26,1,96.62
2025-03-25,Team C,Sarah,119,90.7,283,4.24,1,94.23
2025-09-12,Team C,Nicole,99,88.38,368,4.44,2,95.1
2025-01-31,Team C,Kevin,106,92.72,334,4.43,2,95.78
2025-01-21,Team C,Kevin,88,92.81,224,4.39,1,98.97
2025-06-08,Team B,Nicole,108,95.22,418,4.48,2,94.29
2025-02-24,Team B,Ryan,86,96.97,294,4.55,2,95.03
2025-12-16,Team B,Amy,80,90.25,281,4,2,97.34
2025-04-05,Team A,John,65,93,284,4.47,1,96.83
2025-04-13,Team A,Jason,117,93.32,297,4.49,3,97.97
2025-01-03,Team A,Mary,87,89.26,240,4.7,1,93.92
2025-11-12,Team C,Sarah,72,96.64,372,4.9,3,98.43
2025-01-30,Team A,Rachel,112,95.06,321,3.6,2,94.26
2025-03-21,Team C,Alex,79,93.07,326,4.21,2,100
2025-10-08,Team B,Lisa,106,90.67,266,4.7,0,94.8
2025-05-01,Team D,Alex,86,97.07,317,4.67,1,93.6
2025-03-03,Team B,Grace,80,93.35,309,4.99,2,99.33
2025-10-02,Team A,Lisa,76,94.44,350,4.94,1,95.41
2025-05-26,Team D,Nicole,69,91.3,344,4.88,2,100
2025-11-18,Team C,Olivia,59,87.29,393,4.48,1,95.79
2025-02-13,Team B,Ryan,86,95.56,262,4.05,4,96.7
2025-02-27,Team B,Amy,111,93.44,281,4.29,2,93.8
2025-11-27,Team A,Alex,102,97.03,318,4.55,2,97.52
2025-07-24,Team C,Michael,85,88.05,295,4.11,1,92.42
2025-03-16,Team B,Emma,72,94.38,355,4.15,2,98.78
2025-03-03,Team A,Aaron,102,92.74,396,4.54,2,98.98
2025-12-15,Team D,Michael,112,92.31,294,4.43,1,100
2025-02-22,Team A,Daniel,65,89.93,274,4.98,3,91.92
2025-02-16,Team A,Chris,84,88.89,274,4.05,1,94.78
2025-09-13,Team C,Jason,88,85.25,276,3.95,0,94.13
2025-01-12,Team C,Olivia,72,88.23,338,4.41,0,97.42
2025-08-03,Team C,Ryan,83,95.11,334,4.4,5,93.5
2025-04-12,Team D,Grace,63,89.8,265,4.52,0,95.81
2025-02-07,Team D,Nicole,71,91.93,341,4.23,1,94.86
2025-01-10,Team A,Olivia,67,98.39,307,4.75,3,95.68
2025-07-04,Team B,Sarah,65,89.44,338,3.89,2,99.62
2025-03-03,Team B,David,110,92.26,356,4.31,5,96.26
2025-05-07,Team C,Jason,97,88.49,375,4.32,1,97.35
2025-10-27,Team C,Jason,84,93.55,313,4.54,1,94.96
2025-04-20,Team B,Kevin,71,93.48,353,4.46,1,99.41
2025-06-20,Team A,Kevin,69,89.83,323,4.52,2,92.83
2025-08-10,Team C,Chris,112,93.26,331,4.61,2,98.3
2025-01-30,Team B,John,89,92.51,308,3.52,4,98.52
2025-08-17,Team B,Michael,87,92.57,352,4.44,1,96.57
2025-06-16,Team A,David,69,94.38,357,4.3,2,96.1
2025-04-08,Team C,Mary,87,93.05,256,4.01,0,98.28
2025-01-20,Team D,Nicole,105,94.9,265,4.81,1,96.44
2025-05-10,Team B,John,81,95.48,341,4.27,2,96.32
2025-10-08,Team D,Chris,96,92.79,354,4.76,5,98.23
2025-12-07,Team B,Lisa,93,90.63,397,4.94,3,94.18
2025-02-22,Team D,Grace,96,91.02,310,4.03,2,95.69
2025-10-31,Team C,Aaron,85,93.1,352,4.07,3,94.28
2025-04-01,Team C,Michael,67,94.08,349,4.28,2,95.59
2025-06-11,Team D,Aaron,92,91.99,261,4.68,1,96.74
2025-04-16,Team D,Olivia,53,87.88,278,4.39,2,96.15
2025-02-14,Team A,Kevin,83,92.6,349,3.85,0,95.54
2025-12-03,Team C,Emma,71,90.09,296,4.66,2,97.5
2025-09-29,Team B,Emma,66,86.57,301,4.16,1,92.17
2025-08-16,Team A,Emma,74,95.39,368,4.33,2,95.7
2025-05-17,Team D,Aaron,91,92.7,365,4.55,1,95.93
2025-09-12,Team D,Lisa,100,96.7,233,4.73,1,97.93
2025-08-18,Team D,Olivia,112,95.92,283,4.65,2,93.5
2025-08-02,Team C,Olivia,73,93.39,327,4.48,3,97.76
2025-12-09,Team B,Daniel,76,92.42,356,4.04,0,98.74
2025-02-16,Team D,Grace,92,94.59,313,4.47,0,97.15
2025-12-26,Team C,Ryan,94,96.35,327,3.92,0,93.74
2025-04-21,Team B,Michael,78,90.79,317,4.06,3,93.31
2025-01-11,Team D,Lisa,114,96.03,316,4.35,1,95.25
2025-05-30,Team B,John,63,90.2,305,4.06,2,97.57
2025-06-20,Team C,Emma,65,97.11,328,4.4,5,94.79
2025-03-20,Team C,Ryan,81,93.66,276,4.1,2,97
2025-11-11,Team D,Grace,107,95.4,280,4.52,1,97.26
2025-01-08,Team B,Kevin,82,93.46,301,4.85,1,98.13
2025-01-31,Team D,Chris,74,96.27,342,4.07,0,96.16
2025-01-30,Team B,Olivia,89,90.48,316,3.78,2,96.29
2025-11-29,Team A,Ryan,101,88.62,180,4.57,2,98.82
2025-08-31,Team B,Emma,96,90.88,324,4.29,1,96.32
2025-02-28,Team B,Alex,87,93.17,373,4.28,2,94.76
2025-04-12,Team A,Chris,62,92.81,429,4.93,5,96.77
2025-07-03,Team A,Alex,78,85.59,348,4.1,0,93.71
2025-05-19,Team C,Lisa,87,89.02,261,4.34,5,96.24
2025-01-21,Team B,David,74,94.57,264,4.25,2,96.52
2025-11-04,Team B,Sophia,88,89.93,276,4.28,3,96.89
2025-08-29,Team B,Rachel,74,91.25,282,4.95,1,92.62
2025-04-14,Team C,Ryan,74,88.43,391,4.01,3,93.92
2025-07-14,Team A,Michael,69,91.47,314,4.15,3,94.55
2025-02-16,Team A,Emma,103,92.63,371,4.9,2,97.21
2025-05-18,Team D,John,74,92.77,255,4.39,2,93.12
2025-08-18,Team A,Mary,77,92.17,296,4.65,2,94.28
2025-01-04,Team C,David,65,94.84,319,4.07,1,93.94
2025-11-12,Team B,Sophia,132,100,342,4.76,0,96.19
2025-01-27,Team C,Chris,89,91.02,374,4.46,3,99.98
2025-10-23,Team B,Rachel,74,90.1,281,4.66,1,95.28
2025-06-08,Team C,Ryan,78,93.26,212,5,1,98.29
2025-08-17,Team D,Jason,67,92.09,305,4.17,2,97.75
2025-07-31,Team A,Amy,75,93.22,279,4.45,2,95.58
2025-05-20,Team C,Mary,75,88.82,287,4.76,0,96.99
2025-06-10,Team A,John,72,89.76,359,4.38,3,96.88
2025-04-17,Team B,Mary,81,91.01,370,4.94,2,94
2025-10-18,Team B,Aaron,87,97.29,281,4.73,2,97.25
2025-08-04,Team D,John,68,95.07,374,4.48,1,95.98
2025-09-13,Team D,Emma,72,94.69,278,4.32,2,96.78
2025-10-17,Team A,Aaron,90,85.82,425,4.13,2,97.39
2025-01-17,Team D,Ryan,77,92.2,351,4.46,4,99.86
2025-02-24,Team B,Kevin,69,94.13,380,4.39,1,95.63
2025-02-02,Team D,Emma,59,94.84,352,4.18,1,96.71
2025-07-16,Team C,Michael,71,95.87,348,4.65,2,97.01
2025-12-02,Team C,Kevin,80,95.13,334,4.13,4,97.03
2025-09-21,Team C,Grace,94,92.74,395,4.53,1,99.51
2025-06-09,Team A,Mary,95,93.1,346,4.88,1,99.54
2025-12-26,Team B,Michael,85,92.29,278,4.43,1,97.65
2025-08-18,Team A,Chris,65,93.02,375,4.64,0,96.54
2025-12-09,Team A,Kevin,89,92.41,257,4.28,4,98.89
2025-10-06,Team B,Nicole,79,97.79,244,4.07,2,97.92
2025-08-16,Team D,Jason,62,86.53,331,4.6,1,96.13
2025-04-21,Team A,Sophia,90,92.23,375,4.23,1,97.97
2025-04-03,Team D,Aaron,85,92.87,364,5,0,94.13
2025-07-05,Team D,Chris,87,94.76,302,4.64,2,95.87
2025-06-26,Team A,Amy,95,98.18,318,4.24,2,96.88
2025-02-19,Team A,Emma,91,89.08,192,4.57,2,94.32
2025-05-26,Team C,Grace,87,97.47,328,4.58,5,97.74
2025-04-18,Team D,Lisa,112,92.88,332,4.41,2,97.97
2025-05-20,Team D,Sarah,89,91.24,311,4.72,2,96.86
2025-02-25,Team C,Jason,38,94.18,332,4.32,0,96.3
2025-02-11,Team B,Mary,58,93.29,251,5,2,96.57
2025-10-09,Team D,Lisa,89,90.33,366,4.44,1,95.53
2025-09-30,Team A,Grace,77,89.41,351,4.29,0,93.07
2025-01-22,Team A,Kevin,56,97.1,268,4.06,1,97.29
2025-06-07,Team B,Daniel,70,96.82,325,4.32,1,92.73
2025-04-05,Team D,Kevin,78,93.2,250,4.21,3,98.48
2025-11-15,Team A,Daniel,76,93.01,417,4.7,6,97.55
2025-09-09,Team B,Aaron,87,91.3,285,4.59,3,92.1
2025-04-19,Team A,Sophia,113,94.95,265,4.21,5,97.21
2025-06-29,Team B,Emma,112,95.42,294,4.2,1,92.96
2025-12-25,Team D,Aaron,77,97.34,319,4.77,1,97.76
2025-08-19,Team C,David,86,97.05,349,4.01,1,95.08
2025-03-09,Team D,Michael,53,88.99,353,4.9,2,93.51
2025-01-02,Team C,Ryan,113,93.25,341,4.59,0,97.88
2025-06-23,Team C,Daniel,92,99.53,221,4.53,2,94.5
2025-01-29,Team C,John,86,91.66,287,4.24,3,96.02
2025-11-20,Team D,Michael,105,89.38,309,3.65,2,95.86
2025-11-05,Team A,Olivia,71,93.09,221,4.59,1,94.93
2025-09-07,Team B,Ryan,75,89.22,283,4.12,2,97.67
2025-11-18,Team C,Jason,108,91.1,332,4.29,0,95.54
2025-06-04,Team C,John,91,95.01,328,4.53,2,94.09
2025-08-22,Team B,Rachel,63,93.36,359,5,1,93.67
2025-09-10,Team B,Jason,102,93.58,251,4.61,1,94.52
2025-01-25,Team D,Ryan,75,89.53,334,4.07,2,96.12
2025-04-20,Team B,Ryan,110,94.77,216,4.26,4,95.83
2025-01-11,Team D,Daniel,70,92.73,270,4.46,3,98.47
2025-07-05,Team C,Alex,92,90.44,395,4.89,5,97.39
2025-12-04,Team C,Kevin,92,92.87,316,4.35,1,95.41
2025-08-01,Team D,Olivia,93,95.71,256,4.55,1,97.11
2025-11-10,Team B,Olivia,84,93.49,345,4.73,6,98.06
2025-10-25,Team D,Grace,79,91.99,300,4.18,1,97.7
2025-05-01,Team C,Mary,88,94.22,390,3.99,1,97.87
2025-01-09,Team A,David,96,90.26,231,4.63,3,97.35
2025-10-03,Team B,Nicole,72,89.09,319,3.79,2,94.95
2025-12-05,Team A,Aaron,85,90.53,291,4.44,4,94.55
2025-02-15,Team C,Aaron,88,93.48,348,4.32,2,98.87
2025-12-02,Team D,Sophia,51,97.3,370,4.07,1,97.15
2025-01-17,Team A,Alex,64,93.69,343,4.35,1,93.81
2025-02-28,Team D,David,96,90.86,342,4.64,1,98.07
2025-08-07,Team A,Kevin,75,92.98,333,4.83,1,94.75
2025-11-19,Team B,John,109,93.44,360,4.44,2,93.8
2025-11-25,Team C,Chris,75,94.26,347,5,2,93.65
2025-05-08,Team A,Kevin,69,92.33,289,4.37,5,98.82
2025-07-30,Team D,Lisa,77,97.16,318,4.78,0,97.47
2025-05-26,Team B,Grace,70,96.57,399,4.37,2,96.09
2025-05-29,Team D,Emma,91,97.61,282,4.9,2,98.02
2025-04-05,Team D,Amy,74,94.68,282,4.49,0,94.49
2025-05-09,Team D,Daniel,79,92.94,371,5,2,97.57
2025-08-14,Team A,David,77,95.17,336,4.33,4,96.49
2025-08-11,Team D,Daniel,96,95.73,340,4.01,0,98.82
2025-10-29,Team A,Emma,76,93.2,335,4.3,0,93.97
2025-10-03,Team A,Sophia,103,94.69,341,4.51,3,98.32
2025-03-28,Team A,Mary,88,96.52,366,4.3,3,98.2
2025-12-13,Team A,Amy,88,97.74,265,3.93,1,92.66
2025-04-05,Team A,Ryan,76,92.81,312,4.2,2,95.46
2025-10-25,Team B,Alex,92,89.98,278,4.56,0,95.08
2025-05-16,Team B,Nicole,75,92.39,293,4.77,1,97.68
2025-09-07,Team A,Grace,92,89.17,322,3.95,1,94.81
2025-09-01,Team C,Sophia,59,90.78,346,4.84,2,98.12
2025-07-07,Team B,Jason,100,95.63,343,4.28,1,98.22
2025-08-05,Team D,Sophia,86,95.14,429,4.62,1,96.61
2025-03-11,Team A,Sophia,76,96.93,385,4.37,0,93.86
2025-05-10,Team C,Kevin,95,94.04,293,3.96,2,94.11
2025-07-05,Team A,Sophia,89,91.43,330,4.82,1,93.94
2025-04-07,Team C,Daniel,74,95.31,250,4.47,4,97.18
2025-08-27,Team A,Kevin,101,96.28,302,4.6,2,96.15
2025-06-23,Team C,Jason,98,93.1,319,4.3,2,94.93
2025-05-04,Team A,Jason,72,92.32,351,4.31,4,94.4
2025-03-07,Team B,Grace,100,92.79,350,4.52,4,94.29
2025-11-11,Team D,Olivia,103,92.98,273,4.43,2,95.07
2025-06-21,Team C,Aaron,94,91.95,362,3.84,1,100
2025-06-25,Team A,Alex,107,87.27,269,3.98,2,98.62
2025-08-07,Team C,Alex,101,93.28,249,4.83,1,95.49
2025-08-04,Team C,Rachel,85,93.11,308,4.59,0,99.13
2025-02-13,Team D,John,76,87.28,324,4.29,0,93.3
2025-03-07,Team C,Chris,55,92.44,402,4.69,2,98.49
2025-04-14,Team C,Daniel,68,91.11,388,4.4,1,93.58
2025-03-02,Team A,Chris,101,94.17,337,4.4,2,97.59
2025-01-20,Team C,Grace,95,91.68,313,4.23,3,92.98
2025-12-05,Team D,Olivia,78,92.93,315,4.42,3,94.77
2025-09-20,Team B,Sarah,90,88.8,299,4.64,4,92.6
2025-07-01,Team B,Rachel,106,93.91,327,3.91,1,97.61
2025-07-27,Team D,Daniel,53,92.33,332,4.48,2,94.58
2025-05-29,Team C,Alex,59,92.14,297,4.21,4,95.89
2025-11-15,Team C,Ryan,91,97.18,326,4.63,3,98.91
2025-02-08,Team A,Olivia,85,95.98,288,4.57,3,97.45
2025-01-28,Team C,Olivia,92,91.28,306,4.72,3,94.53
2025-09-20,Team C,Rachel,67,97.16,317,4.29,1,93.11
2025-11-07,Team C,Lisa,82,90.61,328,4.56,3,93.37
2025-12-28,Team C,David,79,93.92,273,4.6,2,95.33
2025-09-17,Team B,David,65,95.35,337,4.42,3,93.9
2025-06-16,Team B,Olivia,69,94.46,331,4.3,3,94.4
2025-09-09,Team D,Sarah,74,92.7,339,4.1,2,97.17
2025-03-30,Team A,Kevin,84,91.25,348,4.28,3,99.54
2025-07-25,Team A,Mary,72,93.15,272,3.72,1,94.46
2025-03-31,Team A,John,73,95.45,256,3.84,1,95.31
2025-09-26,Team B,Chris,75,94.92,302,4.03,2,95.46
2025-03-03,Team B,Daniel,71,92.23,271,4.39,3,97.16
2025-05-14,Team A,Rachel,76,95.29,363,4.08,4,94.63
2025-05-12,Team B,Chris,59,90.16,331,4.52,1,97.69
2025-01-19,Team C,Rachel,95,96.28,208,4.49,0,97.63
2025-08-03,Team B,Aaron,87,92.04,357,4.76,3,100
2025-01-25,Team D,David,86,90.14,315,4.39,2,98.05
2025-03-10,Team C,Daniel,88,95.09,268,3.97,4,96.65
2025-07-30,Team A,Nicole,93,95.88,293,4.79,3,94.25
2025-01-15,Team A,John,104,96.83,392,4.39,3,99.27
2025-07-28,Team B,Kevin,69,92.66,325,4.4,0,95.1
2025-08-01,Team A,Sarah,89,92.48,297,4.34,0,95.56
2025-09-16,Team C,Ryan,57,89.41,272,4.06,1,100
2025-12-23,Team D,John,100,90.77,319,4.27,2,93.58
2025-12-06,Team B,Mary,92,91.39,329,4.08,1,93.05
2025-03-09,Team B,John,92,90.25,362,4.42,2,98.49
2025-05-25,Team C,Sarah,100,88.6,395,4.21,2,96.5
2025-07-10,Team D,Amy,65,92.35,304,4.09,0,93.72
2025-03-22,Team D,Nicole,80,91.62,345,3.6,1,98.45
2025-03-05,Team D,David,103,89.1,288,4.36,1,98.58
2025-09-04,Team C,Daniel,93,92.52,254,4.71,2,95.68
2025-05-03,Team D,Olivia,76,93.25,284,4.62,1,94.2
2025-03-05,Team A,Alex,97,99.11,352,4.37,0,93.6
2025-10-01,Team D,Rachel,74,97.23,347,4.71,4,99.52
2025-05-01,Team D,Olivia,103,87.6,336,4.77,2,92.84
2025-07-07,Team D,Lisa,81,95.44,407,4.56,2,98.99
2025-09-29,Team D,Alex,97,95.01,295,4.37,4,97.15
2025-12-17,Team D,Aaron,94,96.21,364,4.34,4,94.35
2025-07-22,Team A,Amy,110,93.82,300,4.51,4,98.51
2025-11-14,Team A,Nicole,89,90.05,277,5,2,91.62
2025-10-18,Team C,Alex,96,96.49,331,4.01,3,92.45
2025-05-24,Team A,Michael,99,97.2,253,4.44,0,93.53
2025-04-07,Team B,Sarah,84,87.82,287,4.18,2,100
2025-04-06,Team D,Sophia,63,88.02,271,4.4,0,95.1
2025-07-18,Team C,Amy,83,88.24,226,4.74,1,95.8
2025-01-02,Team B,Olivia,70,89.54,249,5,2,98.19
2025-10-10,Team A,Chris,109,91.09,349,4.64,4,96.88
2025-08-16,Team B,Sarah,74,95.57,316,4.37,2,97.04
2025-09-29,Team C,John,88,93.06,200,4.86,2,96.32
2025-12-22,Team A,Olivia,103,94.51,267,4.53,2,95.57
2025-07-09,Team D,Lisa,94,90.11,358,3.96,1,93.05
2025-02-20,Team A,Aaron,75,91.04,308,4.28,3,96.92
2025-10-29,Team C,Mary,88,94.63,251,5,2,96.58
2025-05-14,Team A,Amy,87,91.46,338,4.43,1,97.51
2025-01-01,Team B,Ryan,82,96.11,377,4.31,4,92
2025-01-09,Team B,Mary,75,94.28,383,3.98,1,96.07
2025-01-28,Team C,Jason,84,93.59,285,4.77,2,94.29
2025-02-28,Team A,Aaron,84,99.78,323,4.17,0,97.08
2025-11-11,Team A,Amy,85,91.26,394,4.18,4,100
2025-12-16,Team C,Grace,107,97.49,292,4.12,3,94.08
2025-11-12,Team D,Chris,81,90.78,299,4.31,2,89.86
2025-01-12,Team C,John,90,93.7,346,4.26,0,96.68
